
1007,5,416,2008-05-13,0,3.9.4
1007,8,138,2008-05-13,0,1.0.0
1007,9,810,2009-12-09,0,1.0.0
1007,13,121,2010-05-18,1,1.0.0
1007,19,412,2009-12-09,1,1.0.0
1007,22,1057,2008-05-13,0,2.0.8
1007,23,402,2010-06-28,0,1.0.0
1007,28,605,2010-09-30,0,3.9.7
1007,29,600,2010-04-16,0,0.1.9
1007,31,1020,2008-05-13,1,1.0.0
1007,35,481,2010-09-30,0,1.5.9
1007,37,419,2009-06-20,0,1.0.0
1007,40,1031,2010-03-12,0,1.0.0
1007,41,518,2010-03-12,0,2.2.8
1007,51,250,2009-12-09,1,1.0.0
1007,52,550,2010-04-16,0,2.5.3
1007,55,719,2010-05-18,0,1.0.0
1008,2,353,2012-09-21,0,1.0.0
1008,17,219,2019-10-02,0,3.2.7
1008,107,895,2019-10-02,0,1.0.0
1008,109,82,2019-10-02,1,1.0.0
1009,18,447,2008-02-08,1,1.0.0
1009,29,1234,2008-08-06,1,0.4.9
1009,59,862,2011-09-01,0,1.0.0
1009,70,364,2011-09-01,0,1.0.0
1010,30,1152,2020-05-20,0,1.0.0
1010,38,1473,2016-05-02,0,0.9.8
1010,49,714,2016-05-02,1,2.6.6
1010,64,1465,2016-11-11,1,1.0.0
1010,65,681,2016-09-03,0,0.5.1
1010,77,212,2020-05-20,1,1.0.0
1010,89,319,2016-05-02,0,3.2.2
1010,102,360,2016-05-02,0,1.0.0
1010,106,98,2016-11-11,0,1.0.0
1010,110,1498,2020-05-20,1,1.0.0
1011,7,1051,2013-02-19,0,1.0.0
1011,14,1362,2011-10-11,0,0.5.9
1011,16,692,2011-10-12,0,1.0.0
1011,29,286,2007-09-20,0,1.0.0
1011,31,365,2009-04-04,0,1.0.0
1011,38,516,2012-06-08,0,1.0.0
1011,40,404,2009-01-26,0,0.5.9
1011,46,376,2010-03-17,0,0.5.9
1011,50,8,2012-06-08,0,1.0.0
1011,55,505,2010-09-25,0,0.6.1
1011,57,556,2013-08-26,0,1.0.0
1011,60,181,2012-06-08,0,3.9.0
1011,61,595,2013-08-26,0,1.0.0
1011,71,998,2012-06-08,0,1.0.0
1011,73,765,2013-12-02,0,1.0.0
1011,75,370,2013-08-26,1,1.6.1
1011,81,1025,2013-08-26,1,1.0.0
1011,83,9,2013-08-26,0,2.0.8
1011,86,142,2013-09-06,0,2.1.2
1012,14,97,2016-09-03,0,0.5.5
1012,25,954,2016-09-03,0,1.0.0
1012,30,1038,2013-12-16,0,1.0.0
1012,51,1227,2015-07-05,1,1.0.0
1012,72,1428,2015-07-05,0,1.0.0
1012,91,737,2014-09-28,0,1.0.0
1013,13,510,2011-02-02,0,1.0.0
1013,17,44,2015-07-01,0,2.2.5
1013,26,654,2015-07-01,0,3.5.2
1013,28,113,2010-08-19,0,1.0.0
1013,52,1177,2010-08-19,1,1.0.0
1013,57,125,2015-07-01,0,1.0.0
1013,67,320,2015-07-01,0,1.0.0
1013,68,913,2015-07-01,0,3.1.3
1013,77,715,2016-09-05,0,1.0.0
1013,79,70,2014-07-14,0,1.0.0
1013,83,376,2015-07-01,1,1.0.0
1013,85,703,2015-07-01,0,1.0.0
1013,101,1040,2016-09-05,0,1.0.0
1013,102,495,2015-07-01,1,2.9.6
1014,7,953,2012-03-06,0,1.0.0
1014,18,33,2012-03-06,0,3.3.7
1014,31,526,2013-03-07,0,0.5.6
1014,44,938,2012-03-06,0,1.0.0
1014,54,132,2012-03-06,0,1.2.8
1014,56,981,2013-04-07,1,1.0.0
1014,62,527,2013-04-07,0,1.0.0
1014,63,875,2012-03-06,0,1.0.0
1014,69,585,2013-04-07,0,2.7.2
1014,83,1189,2013-03-07,1,1.7.7
1014,85,164,2013-04-07,0,1.0.0
1014,86,822,2013-04-23,0,1.0.0
1014,90,937,2013-03-29,1,1.0.0
1015,9,510,2006-12-12,0,1.0.0
1015,18,586,2012-11-08,0,1.0.8
1015,21,818,2016-08-13,0,1.0.0
1015,22,219,2015-10-28,0,1.0.0
1015,38,399,2016-03-17,1,1.0.0
1015,63,855,2011-12-23,0,0.4.6
1015,69,463,2011-12-23,0,3.7.4
1015,93,6,2015-10-28,0,3.7.8
1015,103,994,2016-08-13,0,1.0.0
1016,13,1492,2015-01-16,1,1.0.0
1016,28,232,2012-11-19,0,2.0.5
1016,31,553,2012-11-19,0,1.0.0
1016,33,705,2014-08-01,1,1.0.0
1016,38,1047,2013-03-14,0,1.0.6
1016,40,553,2012-11-19,0,1.0.0
1016,59,1386,2014-08-01,0,1.0.0
1016,62,1358,2012-11-19,0,1.0.0
1016,64,557,2014-06-29,0,1.0.0
1016,72,935,2015-01-16,0,1.0.0
1016,81,1,2015-01-16,1,3.6.6
1016,93,365,2014-06-29,0,1.0.0
1016,107,1263,2015-01-16,0,1.0.0
1017,11,1162,2010-08-10,1,1.0.0
1017,20,416,2010-09-11,0,1.0.0
1017,26,1013,2011-06-23,1,1.0.0
1017,33,328,2010-08-10,1,3.8.5
1017,38,18,2011-06-23,0,1.0.0
1017,39,820,2011-06-23,0,1.0.0
1017,41,123,2011-02-03,0,1.0.0
1017,52,1087,2010-02-13,0,1.0.0
1017,54,823,2011-02-03,0,1.1.8
1018,9,766,2018-09-09,0,1.0.0
1018,41,145,2011-02-19,0,2.3.8
1018,48,1360,2018-09-09,1,1.0.0
1018,51,963,2012-10-21,1,3.6.4
1018,79,908,2018-09-09,0,1.0.0
1019,13,739,2009-06-02,1,1.0.0
1019,16,319,2012-12-16,0,1.0.0
1019,22,509,2012-12-16,0,1.0.0
1019,28,698,2009-06-02,1,1.0.0
1019,51,694,2012-12-16,1,1.8.0
1019,66,859,2012-12-16,0,1.0.0
1020,3,1458,2002-06-07,0,1.0.0
1020,4,989,2000-02-24,0,1.0.0
1020,6,235,2012-03-31,1,2.1.6
1020,10,683,2012-08-11,1,1.0.0
1020,14,187,2014-05-12,0,1.0.0
1020,15,850,2013-11-07,0,1.0.0
1020,29,840,2013-09-16,0,1.0.0
1020,31,763,2013-09-16,0,1.0.0
1020,37,1091,2013-09-16,0,1.0.0
1020,43,905,2014-05-12,0,1.0.0
1020,61,1324,2013-09-16,0,1.0.0
1020,63,927,2014-12-04,1,1.0.0
1020,71,868,2013-09-16,0,1.6.9
1020,72,440,2014-12-04,0,0.0.9
1020,73,76,2013-09-16,0,1.0.0
1020,74,1056,2015-03-18,0,1.0.0
1020,90,181,2014-05-12,0,0.8.7
1020,93,990,2014-11-23,1,3.2.2
1020,99,93,2015-03-14,0,0.4.3
1020,100,1465,2015-03-14,0,2.8.9
1021,23,119,2008-06-26,1,1.0.0
1021,32,1256,2012-01-09,0,2.5.6
1021,67,179,2012-01-09,0,1.9.7
1022,6,892,2017-09-16,0,1.0.0
1022,14,849,2010-09-16,0,1.0.0
1022,18,447,2010-01-10,1,0.1.6
1022,24,867,2017-09-16,0,1.0.0
1022,26,1087,2017-09-16,1,1.0.0
1022,29,1063,2018-05-13,1,1.0.0
1022,59,194,2017-09-16,1,1.0.1
1022,61,1028,2017-09-16,0,1.0.0
1022,63,864,2017-09-16,0,1.6.9
1022,82,1249,2018-12-01,1,1.0.0
1022,94,755,2017-09-16,0,2.5.2
1022,100,1301,2017-09-16,0,2.6.1
1023,8,344,2014-02-23,1,1.0.0
1023,11,380,2014-04-09,1,1.0.0
1023,20,1176,2006-11-01,1,1.0.0
1023,21,925,2011-06-19,0,1.0.0
1023,24,1115,2011-06-19,0,1.0.0
1023,49,1334,2014-04-09,0,1.0.0
1023,56,176,2014-05-06,0,0.6.6
1024,2,337,2013-03-17,1,1.0.0
1024,4,783,2013-07-19,0,1.0.0
1024,10,641,2013-03-22,0,1.0.7
1024,11,64,2012-03-01,0,1.0.0
1024,15,841,2013-07-26,0,1.0.0
1024,17,105,2013-07-21,0,3.2.4
1024,31,346,2009-10-04,0,1.6.4
1024,32,874,2012-04-02,1,1.0.0
1024,44,1147,2013-03-22,0,1.3.1
1024,47,36,2013-03-22,0,1.0.0
1024,48,20,2013-07-19,1,2.8.1
1024,49,254,2012-11-08,0,1.0.0
1024,50,1216,2012-03-01,0,1.0.0
1024,54,611,2013-07-19,1,3.7.6
1024,55,1000,2013-07-19,0,1.0.0
1024,57,175,2013-07-19,0,1.0.0
1024,71,1248,2012-03-01,1,1.9.8
1024,81,1059,2013-07-21,0,1.0.0
1025,8,144,2007-10-03,0,1.7.2
1025,13,620,2017-10-11,0,1.3.4
1025,29,85,2007-10-03,0,1.0.0
1025,38,218,2018-02-23,0,1.0.0
1025,57,1270,2017-10-11,0,1.0.0
1025,61,595,2014-12-10,0,1.0.0
1025,70,556,2015-09-10,1,1.0.0
1025,83,1397,2014-05-01,0,2.6.3
1025,85,548,2017-05-16,0,1.0.2
1025,90,1405,2017-12-17,0,0.2.2
1025,102,1087,2016-03-24,0,1.2.3
1025,106,455,2017-10-11,0,1.0.0
1025,113,1479,2017-12-17,0,1.0.0
1026,1,325,2004-10-29,0,1.0.4
1026,3,73,2008-01-29,0,3.5.8
1026,5,54,2006-02-22,0,2.9.7
1026,11,707,2010-01-30,0,1.0.0
1026,12,20,2007-11-30,1,0.8.5
1026,20,911,2007-12-31,0,0.3.8
1026,22,1156,2008-01-29,0,1.0.0
1026,23,1086,2010-10-16,1,1.0.3
1026,24,1028,2009-08-06,0,1.0.0
1026,26,282,2007-11-30,0,1.6.6
1026,28,298,2010-10-16,0,2.5.0
1026,29,963,2010-05-11,0,1.0.0
1026,35,1223,2010-10-16,0,1.0.0
1026,37,1177,2010-01-30,0,2.7.4
1026,39,772,2009-08-27,1,1.0.0
1026,40,844,2010-06-22,0,3.3.4
1026,45,1024,2009-11-15,0,1.0.0
1026,48,1048,2010-01-30,0,1.7.0
1027,4,1367,2001-06-03,0,3.1.8
1027,11,1357,2016-01-08,0,1.0.1
1027,18,1029,2009-09-13,0,1.3.5
1027,20,1434,2016-01-08,1,1.0.0
1027,22,435,2014-06-26,0,1.0.0
1027,24,942,2014-02-07,1,1.0.0
1027,25,409,2016-10-13,1,0.5.1
1027,28,689,2013-03-08,0,3.6.7
1027,31,1234,2016-01-08,0,1.6.8
1027,35,1088,2016-01-14,0,1.8.2
1027,41,401,2010-05-28,1,1.0.0
1027,47,215,2015-01-14,0,3.2.6
1027,61,1484,2015-01-14,0,1.9.5
1027,68,468,2013-07-23,0,0.9.3
1027,73,1175,2014-10-18,0,1.0.0
1027,82,1227,2016-09-27,0,1.0.0
1027,83,1072,2016-10-13,1,1.0.0
1027,85,155,2015-04-24,0,1.0.0
1027,90,71,2016-01-14,0,1.0.0
1027,94,657,2016-09-27,0,2.9.2
1028,3,395,2013-07-20,0,1.0.0
1028,9,952,2010-02-01,1,1.0.0
1028,13,686,2013-09-19,0,0.2.6
1028,29,1392,2012-11-15,0,1.0.2
1028,39,1477,2013-07-20,0,0.1.2
1028,43,1408,2011-07-30,0,1.0.0
1028,49,513,2012-05-30,0,1.0.0
1028,50,189,2011-07-30,0,1.0.0
1028,54,606,2011-07-30,0,1.0.0
1028,67,506,2013-11-12,0,1.0.0
1028,68,910,2013-07-20,0,3.2.5
1028,73,36,2013-04-06,0,1.0.0
1028,75,320,2013-11-12,0,1.0.0
1028,90,575,2013-07-20,1,2.2.1
1029,22,325,2010-06-14,0,1.0.0
1030,2,24,2011-04-06,0,1.1.0
1030,5,1214,2011-03-06,0,1.0.0
1030,6,894,2010-01-04,0,0.5.4
1030,7,1048,2006-12-25,0,0.0.7
1030,21,12,2011-01-11,0,3.1.9
1030,24,825,2009-12-18,1,1.0.0
1030,32,498,2011-01-11,0,1.0.0
1030,39,23,2010-01-05,0,1.0.0
1030,40,976,2010-01-05,1,1.0.0
1030,44,507,2010-01-04,0,0.1.6
1030,46,888,2009-12-18,0,3.8.8
1030,59,1484,2011-04-06,0,1.0.0
1030,60,1449,2011-03-18,0,1.0.0
1030,67,1398,2011-05-28,0,1.0.0
1031,3,206,2017-08-19,0,3.0.0
1031,24,187,2009-08-24,1,3.4.2
1031,31,198,2017-04-23,0,3.5.2
1031,56,1143,2019-02-16,0,3.8.7
1031,61,130,2014-07-11,0,1.0.0
1031,62,552,2016-01-22,0,1.0.0
1031,64,842,2017-08-19,0,1.9.5
1031,65,189,2017-04-23,0,1.2.6
1031,70,706,2017-04-23,0,2.2.5
1031,78,831,2017-04-23,0,1.0.0
1031,90,1298,2016-01-12,0,0.9.5
1031,93,997,2015-05-04,1,0.0.8
1031,109,1239,2017-08-19,0,1.0.0
1031,114,753,2019-02-16,1,1.3.2
1032,16,311,2014-12-08,0,1.0.0
1032,23,805,2013-05-30,0,1.0.0
1032,25,670,2010-03-29,0,1.0.0
1032,29,1337,2015-04-08,0,1.0.0
1032,39,803,2016-05-26,1,1.0.0
1032,49,1163,2013-05-30,0,1.0.0
1032,50,1313,2016-02-14,1,1.0.0
1032,52,1287,2010-03-29,0,0.2.5
1032,56,277,2013-05-30,0,0.8.6
1032,62,195,2014-10-23,0,1.0.0
1032,63,1132,2016-05-26,1,1.7.6
1032,72,1069,2016-05-26,0,1.0.0
1032,85,612,2013-04-19,0,0.2.9
1032,90,1054,2013-05-30,1,3.1.1
1032,94,1358,2016-05-26,0,3.5.9
1032,99,850,2014-10-23,0,2.9.4
1032,105,536,2016-02-14,1,2.7.1
1032,107,276,2014-10-23,0,0.7.0
1034,4,141,2017-07-17,0,2.5.7
1034,9,1392,2009-07-05,0,1.0.0
1034,20,945,2011-09-26,0,1.0.0
1034,32,917,2017-06-08,0,2.5.0
1034,43,513,2017-06-08,0,3.5.8
1034,45,628,2015-11-23,0,1.0.0
1034,51,477,2013-06-11,0,1.0.0
1034,56,608,2013-06-11,0,1.0.0
1034,57,857,2016-08-31,0,1.9.5
1034,66,844,2017-08-19,0,3.6.8
1034,84,1364,2017-08-19,0,1.0.0
1034,109,1177,2017-07-17,0,2.4.3
1035,21,1416,2016-10-30,1,0.6.0
1035,41,1054,2016-10-30,0,0.0.3
1035,51,892,2016-10-30,0,1.0.0
1035,75,1452,2016-10-30,0,3.5.0
1035,80,149,2016-10-30,0,1.0.0
1035,99,1455,2016-10-30,0,3.4.6
1035,107,1306,2016-10-30,0,1.0.0
1036,3,729,2022-05-12,0,2.8.9
1036,7,19,2017-01-06,0,1.0.0
1036,11,566,2007-10-17,1,1.0.0
1036,12,1281,2017-11-01,0,1.8.1
1036,15,291,2017-01-06,0,1.0.0
1036,35,430,2017-01-06,0,2.5.4
1036,48,791,2022-04-25,0,1.0.0
1036,62,1500,2019-04-11,0,1.0.0
1036,65,390,2017-11-01,0,1.0.0
1036,69,492,2017-01-06,0,1.0.0
1036,73,450,2017-01-06,0,1.0.0
1036,75,371,2022-05-12,0,1.0.0
1036,77,1390,2017-01-06,0,1.6.0
1036,78,142,2019-06-15,0,1.0.0
1036,84,1144,2017-11-01,1,0.8.7
1036,87,142,2022-10-03,0,1.0.0
1036,88,388,2022-04-25,0,1.1.0
1036,96,801,2019-04-11,0,1.7.8
1036,103,488,2016-01-17,0,1.0.0
1036,107,800,2022-09-13,0,2.1.1
1037,1,469,2021-11-28,0,1.0.0
1037,25,227,2022-08-29,0,1.0.0
1037,30,422,2018-05-13,1,1.2.4
1037,31,1058,2018-02-15,0,3.1.9
1037,34,1498,2021-11-28,0,0.0.8
1037,50,186,2012-06-17,0,1.2.0
1037,55,25,2018-02-15,0,1.0.0
1037,61,1298,2018-10-24,0,1.0.0
1037,95,1191,2018-02-15,0,1.0.0
1038,5,941,2014-05-22,0,0.9.5
1038,34,1306,2014-05-22,1,2.1.9
1038,44,797,2010-10-14,0,1.0.0
1038,56,1020,2010-10-14,1,0.9.5
1038,59,1368,2014-05-22,0,2.1.5
1038,114,911,2021-10-14,1,1.0.0
1039,2,1001,2005-12-08,0,0.7.5
1039,7,1249,2019-12-23,0,1.0.0
1039,24,1346,2019-12-23,1,2.9.6
1039,35,1341,2021-02-12,0,1.0.0
1039,37,940,2013-11-21,0,1.0.0
1039,48,259,2016-06-12,0,1.0.0
1039,63,648,2022-01-09,0,1.0.0
1039,71,1215,2018-01-08,0,1.0.0
1039,73,1140,2019-12-23,0,0.5.5
1039,80,797,2016-12-24,1,3.0.9
1039,92,989,2019-12-23,0,2.5.9
1039,95,942,2016-12-24,1,3.2.3
1039,99,1490,2016-12-24,1,1.0.0
1039,102,638,2018-01-08,0,1.0.0
1039,116,22,2022-01-09,0,1.0.3
1039,118,854,2021-02-12,0,3.9.3
1040,8,1041,2016-04-10,0,3.1.4
1040,9,95,2021-08-22,0,1.0.0
1040,10,68,2016-04-10,0,1.0.0
1040,28,950,2015-09-12,0,1.0.0
1040,29,1259,2016-04-10,0,1.0.0
1040,39,1414,2020-08-16,0,1.0.0
1040,45,1407,2015-09-12,0,0.3.6
1040,57,144,2016-11-02,0,1.0.0
1040,70,1061,2016-08-29,0,1.0.0
1040,90,1474,2014-08-04,0,1.0.0
1040,102,513,2016-08-29,0,1.0.0
1040,107,1271,2016-04-10,0,1.0.0
1040,112,59,2022-04-18,0,1.0.0
1040,118,1361,2020-08-16,0,1.0.0
1041,6,199,2009-03-27,1,1.0.0
1041,11,141,2011-05-02,0,1.0.0
1041,52,1418,2011-05-02,0,1.0.0
1041,55,983,2011-05-02,1,0.9.5
1041,66,1321,2022-06-26,0,1.0.0
1041,103,971,2022-06-26,0,1.0.0
1042,13,210,2023-01-19,0,1.0.0
1042,16,359,2018-10-29,1,1.0.0
1042,22,927,2020-05-20,1,1.0.0
1042,26,1495,2021-11-04,0,1.0.0
1042,29,1180,2020-09-19,0,0.3.0
1042,37,528,2020-04-09,0,2.6.2
1042,39,630,2016-10-16,0,1.0.0
1042,49,372,2016-03-19,1,1.0.0
1042,58,1268,2018-10-29,0,1.0.0
1042,63,886,2022-09-10,0,0.1.4
1042,74,797,2016-03-19,0,1.0.0
1042,77,619,2019-11-04,0,1.0.0
1042,89,1206,2017-02-18,1,3.3.2
1042,101,985,2023-01-19,0,1.0.0
1042,104,1288,2020-05-20,0,1.0.0
1042,106,349,2022-09-10,0,1.0.0
1042,109,117,2018-10-29,0,1.0.0
1042,112,1272,2023-01-19,1,1.2.3
1042,114,483,2020-12-21,0,1.0.0
1042,116,75,2022-09-10,0,1.0.0
1043,4,1390,2008-09-05,0,2.8.8
1043,5,497,2013-08-02,0,1.0.0
1043,8,345,2016-04-26,0,3.1.9
1043,10,1270,2012-06-25,0,1.0.0
1043,19,385,2015-08-07,0,1.0.0
1043,34,207,2016-05-23,0,1.0.0
1043,43,398,2016-04-26,0,2.3.7
1043,49,304,2014-03-18,0,1.0.0
1043,51,465,2013-07-12,0,1.0.0
1043,54,934,2018-04-24,0,0.0.2
1043,58,264,2016-05-23,0,1.0.0
1043,72,1303,2014-03-14,0,1.0.0
1043,84,489,2013-12-13,0,2.4.9
1043,85,216,2016-05-23,0,1.0.8
1043,102,1420,2015-08-07,0,3.3.4
1043,108,1049,2018-04-24,0,1.0.0
1043,109,908,2022-07-31,0,1.0.0
1043,112,901,2022-07-31,0,1.0.0
1043,118,967,2022-07-31,0,1.0.0
1044,9,373,2017-07-14,0,1.0.0
1044,12,541,2015-02-21,0,1.0.0
1044,13,1436,2022-12-29,0,1.0.0
1044,16,482,2015-02-21,0,0.4.7
1044,22,1273,2015-02-21,1,1.0.0
1044,31,914,2015-07-29,0,1.0.0
1044,52,460,2017-07-14,0,2.6.9
1044,71,1004,2014-10-02,0,1.0.0
1044,89,1438,2022-03-17,0,0.3.9
1044,91,1249,2014-10-02,0,1.0.0
1044,100,96,2017-07-14,0,1.2.2
1044,105,1048,2022-12-29,1,1.0.0
